ROUTE_ID,STOP_ID,ROUTE_NAME,STOP_NAME,OBJECTID,x,y
3771,14008413,Orbiter,"69 Foreman Rd, Hamilton (Mainfreight)",1475,1796787.2522,5818989.4276
4656,14008413,Nawton,"69 Foreman Rd, Hamilton (Mainfreight)",1476,1796787.2522,5818989.4276
4641,14008423,Flagstaff North,"55 Magellan Rise, Hamilton",1477,1797976.4959,5822158.6816
9022,14008423,Flagstaff,"55 Magellan Rise, Hamilton",1478,1797976.4959,5822158.6816
19537,14008444,Meteor,"7 Hillcrest Rd, Hamilton",1479,1803841.0524,5814199.3898
4604,14008449,Hillcrest,"57 Naylor St, Hamilton",1480,1802632.4807,5814072.2391
4622,14008452,Pukete,"Opp 90 Tōtara Dr, Hamilton",1481,1797977.0583,5820411.9027
4648,14008453,Chartwell,"44 Herbert Rd, Hamilton",1482,1799968.7801,5819510.1921
4606,14008461,Fairfield,"122 Mardon Rd, Hamilton",1483,1802468.7016,5817745.1753
12858,14008462,Comet,"298 Ulster St, Hamilton",1484,1799619.4435,5816614.0069
4606,14008480,Fairfield,"123 Fairfield Rd, Hamilton",1485,1800888.5847,5817347.8297
4618,14008483,Hamilton Gardens Uni,"5 Jellicoe Dr, Hamilton",1486,1801659.5484,5814207.0732
3718,14008494,Tauwhare Pa,"Inside Gate 1, University of Waikato",1487,1803948.327,5815196.525
3720,14008494,Tamahere/Matangi,"Inside Gate 1, University of Waikato",1488,1803948.327,5815196.525
4610,14008494,University,"Inside Gate 1, University of Waikato",1489,1803948.327,5815196.525
4618,14008494,Hamilton Gardens Uni,"Inside Gate 1, University of Waikato",1490,1803948.327,5815196.525
4622,14008495,Pukete,"20 Mauī St, Hamilton",1491,1796255.5339,5820730.9804
19537,14008499,Meteor,"150 Cambridge Rd, Hamilton",1492,1803905.6473,5813933.1704
3720,14008499,Tamahere/Matangi,"150 Cambridge Rd, Hamilton",1493,1803905.6473,5813933.1704
4604,14008499,Hillcrest,"150 Cambridge Rd, Hamilton",1494,1803905.6473,5813933.1704
4618,14008499,Hamilton Gardens Uni,"150 Cambridge Rd, Hamilton",1495,1803905.6473,5813933.1704
4612,14008567,Claudelands,"29 Claude St, Hamilton",1496,1801493.632,5816942.4213
4612,14008576,Claudelands,"Opp 877 Heaphy Tce, Hamilton",1497,1801342.943,5816449.7746
4641,14008581,Flagstaff North,"56 Magellan Rise, Hamilton",1498,1797971.749,5822170.343
9022,14008581,Flagstaff,"56 Magellan Rise, Hamilton",1499,1797971.749,5822170.343
4612,14008588,Claudelands,"76 Fairview St, Hamilton",1500,1802488.6306,5818376.5979
4638,14008589,Dinsdale,"18 Western Heights Dr, Hamilton",1501,1796691.2517,5815347.6393
4656,14008601,Nawton,Rotokauri Transport Hub (Platform 1),1502,1796510.249,5819620.7579
3771,14008602,Orbiter,Rotokauri Transport Hub (Platform 2),1503,1796492.4533,5819643.4896
19537,14008603,Meteor,Rotokauri Transport Hub (Platform 3),1504,1796480.5004,5819632.848
3771,14008604,Orbiter,Rotokauri Transport Hub (Platform 4),1505,1796512.2134,5819595.1793
4608,14008654,Fitzroy,"90 Fitzroy Ave, Hamilton",1506,1802291.6897,5812335.6653
4612,14008655,Claudelands,"113 Fairview St, Hamilton",1507,1802401.4741,5818613.8418
9032,14008656,Rototuna Circular,"36 Te Huia Dr, Hamilton",1508,1797248.8692,5822071.4121
9032,14008658,Rototuna Circular,"52 St. James Dr, Hamilton",1509,1801025.1242,5821120.932
4610,14008659,University,"20 Wilson St, Hamilton",1510,1802645.4547,5815275.238
15643,14008670,Bremworth / Templeview,"28 Lethborg St, Hamilton",1511,1798115.2861,5813703.598
4622,14008683,Pukete,"3 Vercoe Rd, Hamilton",1512,1798976.9221,5817669.9396
12858,14008684,Comet,"103 Ōhaupō Rd, Hamilton",1513,1800964.5354,5812303.0336
4608,14008684,Fitzroy,"103 Ōhaupō Rd, Hamilton",1514,1800964.5354,5812303.0336
15643,14008692,Bremworth / Templeview,"31 Lancaster St, Hamilton",1515,1797020.3668,5814122.2891
12858,14008694,Comet,"13 Pembroke St, Hamilton",1516,1800814.9096,5814569.0115
9022,14008696,Flagstaff,"95 Glen Lynne Ave, Hamilton",1517,1800397.9777,5819974.885
9032,14008696,Rototuna Circular,"95 Glen Lynne Ave, Hamilton",1518,1800397.9777,5819974.885
3720,14008697,Tamahere/Matangi,"70 Knighton Rd, Hamilton",1519,1803423.0824,5814763.5966
4618,14008697,Hamilton Gardens Uni,"70 Knighton Rd, Hamilton",1520,1803423.0824,5814763.5966
4638,14008699,Dinsdale,"Opp 14 Farnborough Dr, Hamilton",1521,1796175.4606,5816817.3579
4622,14008763,Pukete,"90 Tōtara Dr, Hamilton",1522,1797993.7019,5820425.7152
4612,14008767,Claudelands,"11 McMeekan Ave, Hamilton",1523,1801663.4154,5819172.3183
19537,14008772,Meteor,"Opp 146 Masters Ave, Hamilton (Hillcrest High)",1524,1804941.7995,5814587.2327
9032,14008778,Rototuna Circular,"Borman Rd, Hamilton (opp Te Ao Mārama School)",1525,1797451.2157,5822916.853
4608,14008783,Fitzroy,"37 Alison St, Hamilton",1526,1799972.285,5813363.0825
19537,14008784,Meteor,"32 Grange Ave, Hamilton",1527,1796943.1959,5816463.268
19537,14008854,Meteor,"36 Hyde Ave, Hamilton",1528,1797121.2448,5815795.8062
12858,14008864,Comet,"16 Jeanette Pl, Hamilton",1529,1801832.3619,5812065.3624
4648,14008868,Chartwell,"27 Glen Lynne Ave, Hamilton",1530,1799813.9463,5819807.6342
9022,14008868,Flagstaff,"27 Glen Lynne Ave, Hamilton",1531,1799813.9463,5819807.6342
9032,14008868,Rototuna Circular,"27 Glen Lynne Ave, Hamilton",1532,1799813.9463,5819807.6342
4616,14008869,Rototuna,"Opp 219 Borman Rd, Hamilton",1533,1799891.4237,5822633.7591
9022,14008869,Flagstaff,"Opp 219 Borman Rd, Hamilton",1534,1799891.4237,5822633.7591
9032,14008869,Rototuna Circular,"Opp 219 Borman Rd, Hamilton",1535,1799891.4237,5822633.7591
4618,14008880,Hamilton Gardens Uni,"50 Brookfield St, Hamilton",1536,1802503.1933,5813776.7339
9022,14008882,Flagstaff,"59 Cumberland Dr, Hamilton",1537,1798085.5084,5822361.0303
4606,14008887,Fairfield,"38 Snell Dr, Hamilton",1538,1802003.9868,5818406.4843
15643,14008888,Bremworth / Templeview,"435 Kahikātea Dr, Hamilton",1539,1797741.8269,5813652.1824
9022,14008893,Flagstaff,"52 Endeavour Ave, Hamilton",1540,1798846.1853,5821172.8806
3771,14008955,Orbiter,"Opp 164 Peachgrove Rd, Hamilton",1541,1802441.2121,5816340.3404
4641,14008955,Flagstaff North,"Opp 164 Peachgrove Rd, Hamilton",1542,1802441.2121,5816340.3404
19537,14008985,Meteor,"62 Morrinsville Rd, Hamilton",1543,1804923.9428,5813881.0063
3720,14008985,Tamahere/Matangi,"62 Morrinsville Rd, Hamilton",1544,1804923.9428,5813881.0063
4618,14008985,Hamilton Gardens Uni,"62 Morrinsville Rd, Hamilton",1545,1804923.9428,5813881.0063
4612,14008989,Claudelands,"1 Claude St, Hamilton",1546,1801211.2497,5816867.1599
4606,14008991,Fairfield,"54 Snell Dr, Hamilton",1547,1801775.4999,5818313.2615
19537,14008997,Meteor,"Opp 28 Taiatea Dr, Hamilton",1548,1795852.4753,5818248.2716
19537,14008998,Meteor,"Opp 208 Rotokauri Rd, Hamilton",1549,1796222.1207,5817756.6118
19537,14008999,Meteor,"208 Rotokauri Rd, Hamilton",1550,1796258.5504,5817735.1862
19537,14009000,Meteor,"26 Taiatea Dr, Hamilton",1551,1795861.1699,5818238.4018
4616,14009591,Rototuna,"56 Kimbrae Dr, Hamilton (Rototuna Highs)",1552,1799478.7794,5823238.3307
9022,14009591,Flagstaff,"56 Kimbrae Dr, Hamilton (Rototuna Highs)",1553,1799478.7794,5823238.3307
9032,14009591,Rototuna Circular,"56 Kimbrae Dr, Hamilton (Rototuna Highs)",1554,1799478.7794,5823238.3307
4616,14009592,Rototuna,"Opp 56 Kimbrae Dr, Hamilton (Rototuna Highs)",1555,1799451.6013,5823228.3674
9022,14009592,Flagstaff,"Opp 56 Kimbrae Dr, Hamilton (Rototuna Highs)",1556,1799451.6013,5823228.3674
9032,14009592,Rototuna Circular,"Opp 56 Kimbrae Dr, Hamilton (Rototuna Highs)",1557,1799451.6013,5823228.3674
